,Energies,Angles,log10ek,zenithdeg
10842,0.7757002318001014,0.3444193883726817,-0.11030607877691834,19.733777336231842
10843,8.827598158814567,0.09016291291174777,0.9458425554160471,5.165954378448744
10844,1.2339631949057548,0.32063712990165766,0.09130220630361409,18.371154298552913
10845,2.604890775120907,0.8151213121355988,0.41578951774810763,46.70301097653562
10846,0.5734087767726805,0.11280885236478809,-0.24153566389254724,6.463471132216754
10847,0.5436443409793128,0.13266327740756612,-0.26468512836101066,7.601045891826784
10848,17.12840834051815,0.31391580714955747,1.2337170079715678,17.986050872112315
10849,0.949968974045305,0.32862412356754034,-0.02229057852268293,18.82877532660571
10850,3.331527048466455,0.40943581641262533,0.5226433436290805,23.458944261936633
10851,1.8419444224094832,0.6959591405077993,0.2652765219493086,39.87552146464915
10852,1.3643937514081017,0.5952797827176722,0.1349397217767,34.107019179187304
10853,1.365204393717363,0.23109033268533277,0.13519767732425084,13.240500749143667
10854,11.327197862647836,1.4053692317758317,1.0541224868004782,80.52172563829794
10855,1.777597180108046,0.5459186900757358,0.2498333526541244,31.27883689865008
10856,1.5558430236520735,0.3541283105292265,0.19196577684340368,20.290057599422912
10857,12.756679399016889,0.27290375063476563,1.105737640971261,15.63623312466273
10858,1.2252532917266308,0.5800854572936702,0.08822587794801458,33.236448459843665
10859,1.2208102801172345,0.041062907165978574,0.0866481777040151,2.3527312751480767
10860,19.54321801356241,0.014155275226773359,1.2909960768067041,0.8110375283402027
10861,2.3047506659925148,0.7836955016950744,0.3626239491440463,44.902444670515415
10862,0.628779608748232,0.005551723482023838,-0.20150155086132793,0.3180903245436395
10863,0.4717335106682782,0.7076614463811086,-0.32630327155717,40.546014201760926
10864,1.6540172909602688,0.4015138556717765,0.2185400453189343,23.005049346017664
10865,0.17727000393349227,0.3689297269268406,-0.7513647456639928,21.13811628982193
10866,2.1585917876883514,0.6613306813954803,0.3341705204646146,37.89145690647194
10867,2.672112052384364,0.04438499916121616,0.42685466589627236,2.543073125629385
10868,4.241398385832667,0.558539850944272,0.6275090667636443,32.00197614897288
10869,1.3664857421176748,0.9618123079400742,0.13560510463320083,55.10778592870333
10870,0.4345786334333752,0.4943439688728667,-0.36193163008658136,28.323823044161802
10871,1.180717753397289,0.9542333416050311,0.07214609338669678,54.673543144633626
10872,1.1641273980819733,0.05675051861305706,0.0660005106028967,3.251565201706792
10873,5.216975179759743,0.43334219313472744,0.7174187705312641,24.82867875156288
10874,3.9075910653086794,0.760618227289832,0.5919091079196845,43.58021424442975
10875,13.875024337416448,0.6172456654696836,1.1422337535674272,35.365571554156766
10876,2.0224835429760333,0.27262583448578154,0.30588499642830214,15.620309702267415
10877,1.3286920875920032,0.5140173302809001,0.1234243487732454,29.451023621677667
10878,0.8921705001853297,0.017711744074517075,-0.049552140899978746,1.0148081832856726
10879,0.99290569455286,0.12364216076124294,-0.003091998513929919,7.084173981497255
10880,3.5565637110205444,0.5372415340183384,0.5510305929008251,30.781672478384834
10881,9.22092450610728,0.6414425942915621,0.9647744663651544,36.751953452828864
10882,0.9690672344139557,0.19002732081454535,-0.013646090315579675,10.88776347485195
10883,4.179454723315871,0.4933343170528122,0.6211196248127807,28.265974256094978
10884,1.90301081396467,0.24174474065199678,0.27944125619655263,13.850953358844077
10885,2.309859642759875,0.5019629557056625,0.36358559104935956,28.760358833846748
10886,3.465552875226308,0.3631744657784381,0.5397725294257423,20.80836411602285
10887,1.7188849471179992,0.25444732284675564,0.2352468083310328,14.578757707521785
10888,2.7551885566276724,0.9746569342801225,0.4401513259829912,55.84372880741066
10889,0.3119509673067722,0.041663710486413694,-0.5059136633583746,2.387154769726455
10890,0.28962004549119214,0.7124614776204942,-0.5381713825821677,40.82103573330867
10891,3.19081320947771,1.2178992986516095,0.5039013812955149,69.78048968468022
10892,4.799930161145198,0.022004748657085557,0.6812349184485212,1.2607792272971685
10893,1.7243249293794634,0.26780481831227676,0.23661910704548858,15.344085822561281
10894,2.283867822306206,0.5125951658999155,0.35867096572786983,29.369539604873413
10895,1.4768495873681786,0.9677092107566311,0.16933626599415053,55.445653572290844
10896,0.3213956597872438,0.6868323307113021,-0.4929599923616523,39.352593782891205
10897,1.0282308952196217,0.7581912431192368,0.012090648958964372,43.441158294509584
10898,3.0702964663149714,0.38246613686700454,0.48718031276326657,21.913695449152257
10899,1.9684932545085303,0.48932048562191904,0.2941339309196228,28.035998655427843
10900,0.4917001294777492,0.5888180980215196,-0.3082996773485112,33.73679191755348
10901,2.5873856897284213,0.8709838038565907,0.4128611718304643,49.903695985232964
10902,5.17689647430268,0.6195418839379678,0.7140694802052225,35.497135181229446
10903,2.153236531151265,0.4005517237622707,0.3330917393132715,22.94992324826812
10904,0.2216456859379189,0.040728187802681406,-0.6543407172930911,2.3335532683098426
10905,1.9764464079294157,0.20360287955007414,0.29588504278418687,11.665585694929705
10906,1.2609440535145495,0.48161808428179514,0.1006958179062108,27.594683566522832
10907,8.74024497101982,1.3328681703628757,0.941523605182593,76.36772080911678
10908,2.0297317162713853,0.8017267949465774,0.3074386379906395,45.93556167298926
10909,0.878990475462615,0.1779907828906677,-0.05601583081523804,10.1981206518646
10910,0.3942081805141697,0.10544829687243935,-0.4042743675875247,6.041742367633334
10911,9.988569952947273,0.7389654968582231,0.9995033154532178,42.33960417576408
10912,0.1386678629653626,0.27419592811727117,-0.8580241773836799,15.710269440792139
10913,3.1306444629715315,0.030018219059199373,0.4956337490167759,1.7199172605912927
10914,1.2471803442608689,0.5248082045234845,0.09592925769208314,30.06929517303418
10915,1.6278724917453928,0.01506585280279206,0.2116203843983473,0.8632097803653271
10916,0.6099489225561001,0.3340856805889096,-0.21470653151513952,19.14169949350021
10917,16.80230387865788,0.12175042730063558,1.2253688348918168,6.975785638240775
10918,5.044135312419144,0.0734964186205351,0.7027867283072193,4.211034596283377
10919,1.8908848888548846,0.1600812020178269,0.27666509116297705,9.1719772550026
10920,2.2061425848241925,0.19948214878262538,0.3436335778236702,11.429485213445187
10921,1.8877666897820973,0.029426237177755738,0.2759483185630148,1.6859991972363586
10922,1.458128512357689,0.5859980867835111,0.16379580227291612,33.57521717543613
10923,1.05161306697687,0.34430265138591826,0.02185597385947952,19.72708879957722
10924,2.6819334432778987,0.5730361348036329,0.42844799589596594,32.83255203273787
